iter	Passed	Remaining
420	12364	17005
421	12375	16950
422	12386	16895
423	12397	16842
424	12408	16788
425	12419	16733
426	12431	16682
427	12443	16630
428	12454	16576
429	12465	16524
430	12475	16470
431	12486	16416
432	12496	16363
433	12506	16309
434	12516	16256
435	12525	16203
436	12535	16149
437	12545	16096
438	12554	16044
439	12565	15992
440	12575	15940
441	12584	15887
442	12596	15838
443	12607	15787
444	12616	15735
445	12627	15685
446	12636	15633
447	12646	15582
448	12657	15532
449	12666	15481
450	12676	15431
451	12686	15380
452	12695	15330
453	12705	15280
454	12715	15230
455	12725	15181
456	12736	15133
457	12747	15085
458	12758	15037
459	12769	14989
460	12778	14940
461	12790	14894
462	12800	14846
463	12810	14797
464	12820	14750
465	12829	14702
466	12839	14654
467	12850	14607
468	12859	14559
469	12869	14512
470	12878	14464
471	12888	14417
472	12899	14371
473	12909	14325
474	12919	14279
475	12929	14233
476	12939	14187
477	12950	14142
478	12961	14097
479	12971	14052
480	12983	14008
481	12993	13963
482	13003	13919
483	13014	13874
484	13023	13829
485	13034	13784
486	13044	13740
487	13053	13695
488	13063	13651
489	13073	13607
490	13086	13566
491	13096	13522
492	13106	13478
493	13117	13435
494	13126	13392
495	13136	13348
496	13146	13304
497	13156	13262
498	13168	13221
499	13178	13178
500	13188	13135
501	13198	13093
502	13208	13051
503	13218	13008
504	13228	12966
505	13238	12924
506	13248	12882
507	13257	12840
508	13267	12798
509	13277	12756
510	13287	12715
511	13297	12674
512	13307	12632
513	13317	12591
514	13326	12550
515	13336	12509
516	13346	12468
517	13355	12427
518	13365	12387
519	13377	12348
520	13388	12308
521	13399	12270
522	13410	12230
523	13420	12190
524	13429	12150
525	13439	12110
526	13449	12071
527	13458	12031
528	13468	11991
529	13478	11952
530	13488	11913
531	13498	11874
532	13508	11835
533	13518	11797
534	13528	11758
535	13537	11719
536	13547	11680
537	13558	11643
538	13569	11605
539	13579	11567
540	13588	11529
541	13599	11491
542	13609	11453
543	13619	11416
544	13629	11378
545	13639	11340
546	13649	11303
547	13658	11266
548	13669	11229
549	13679	11192
550	13689	11155
551	13699	11118
552	13710	11082
553	13720	11045
554	13730	11008
555	13740	10972
556	13749	10935
557	13759	10899
558	13770	10863
559	13781	10828
560	13791	10792
561	13801	10756
562	13811	10720
563	13821	10684
564	13831	10648
565	13840	10612
566	13850	10577
567	13861	10542
568	13870	10506
569	13886	10475
570	13896	10440
571	13906	10405
572	13917	10371
573	13927	10336
574	13938	10302
575	13949	10268
576	13960	10234
577	13973	10202
578	13984	10168
579	13995	10134
580	14006	10100
581	14016	10066
582	14027	10033
583	14038	10000
584	14049	9966
585	14059	9932
586	14069	9899
587	14079	9865
588	14089	9831
589	14099	9797
590	14110	9764
591	14120	9731
592	14130	9698
593	14140	9665
594	14151	9632
595	14160	9599
596	14172	9566
597	14181	9533
598	14191	9500
599	14202	9468
600	14212	9435
601	14223	9403
602	14233	9370
603	14242	9338
604	14252	9305
605	14262	9273
606	14272	9240
607	14282	9208
608	14291	9175
609	14300	9143
610	14310	9111
611	14320	9079
612	14330	9046
613	14339	9014
614	14349	8982
615	14360	8952
616	14371	8920
617	14381	8889
618	14391	8857
619	14401	8826
620	14411	8795
621	14421	8764
622	14431	8732
623	14440	8701
624	14450	8670
625	14459	8638
626	14469	8607
627	14479	8576
628	14488	8545
629	14498	8515
630	14508	8484
631	14518	8453
632	14528	8423
633	14537	8392
634	14547	8361
635	14560	8333
636	14570	8303
637	14580	8272
638	14590	8242
639	14600	8212
640	14611	8183
641	14621	8153
642	14630	8123
643	14641	8093
644	14651	8064
645	14661	8034
646	14672	8005
647	14681	7975
648	14691	7945
649	14701	7916
650	14711	7886
651	14720	7856
652	14732	7828
653	14742	7799
654	14754	7771
655	14764	7742
656	14775	7713
657	14786	7685
658	14796	7656
659	14805	7627
660	14815	7598
661	14825	7569
662	14835	7540
663	14845	7512
664	14854	7483
665	14869	7457
666	14879	7428
667	14889	7400
668	14899	7372
669	14910	7343
670	14920	7315
671	14930	7287
672	14942	7260
673	14952	7232
674	14963	7204
675	14973	7176
676	14983	7148
677	14993	7120
678	15003	7093
679	15014	7065
680	15024	7037
681	15034	7010
682	15044	6982
683	15054	6955
684	15066	6928
685	15076	6900
686	15085	6873
687	15095	6845
688	15105	6818
689	15114	6790
690	15124	6763
691	15133	6735
692	15146	6710
693	15157	6683
694	15167	6656
695	15178	6629
696	15187	6602
697	15198	6575
698	15207	6548
699	15217	6521
700	15226	6494
701	15236	6467
702	15245	6441
703	15255	6414
704	15265	6387
705	15275	6361
706	15285	6334
707	15294	6307
708	15304	6281
709	15314	6255
710	15323	6228
711	15336	6203
712	15346	6177
713	15356	6151
714	15366	6125
715	15376	6098
716	15386	6072
717	15395	6046
718	15405	6020
719	15414	5994
720	15424	5968
721	15434	5942
722	15443	5916
723	15454	5891
724	15463	5865
725	15473	5839
726	15482	5814
727	15492	5788
728	15502	5762
729	15512	5737
730	15521	5711
731	15533	5687
732	15543	5661
733	15553	5636
734	15563	5611
735	15572	5585
736	15582	5560
737	15591	5535
738	15601	5510
739	15611	5485
740	15620	5459
741	15631	5435
742	15640	5410
743	15650	5385
744	15660	5360
745	15670	5335
746	15680	5310
747	15689	5285
748	15699	5261
749	15709	5236
750	15720	5212
751	15731	5187
752	15741	5163
753	15751	5139
754	15761	5114
755	15771	5090
756	15781	5065
757	15791	5041
758	15802	5017
759	15812	4993
760	15823	4969
761	15833	4945
762	15843	4921
763	15853	4897
764	15863	4873
765	15873	4848
766	15883	4825
767	15893	4801
768	15904	4777
769	15915	4753
770	15925	4730
771	15936	4706
772	15946	4682
773	15956	4659
774	15966	4635
775	15976	4611
776	15986	4588
777	15995	4564
778	16005	4540
779	16014	4517
780	16024	4493
781	16034	4469
782	16043	4446
783	16052	4422
784	16062	4399
785	16072	4375
786	16082	4352
787	16093	4329
788	16103	4306
789	16113	4283
790	16123	4260
791	16133	4236
792	16142	4213
793	16152	4190
794	16161	4167
795	16171	4144
796	16181	4121
797	16191	4098
798	16201	4075
799	16211	4052
800	16221	4030
801	16231	4007
802	16242	3984
803	16252	3961
804	16262	3939
805	16273	3916
806	16283	3894
807	16296	3872
808	16307	3850
809	16317	3827
810	16328	3805
811	16339	3782
812	16349	3760
813	16360	3738
814	16370	3716
815	16380	3693
816	16389	3671
817	16399	3648
818	16408	3626
819	16418	3603
820	16427	3581
821	16437	3559
822	16446	3537
823	16456	3514
824	16466	3492
825	16477	3471
826	16487	3449
827	16497	3426
828	16507	3404
829	16517	3383
830	16526	3361
831	16536	3339
832	16546	3317
833	16556	3295
834	16565	3273
835	16575	3251
836	16585	3229
837	16595	3208
838	16605	3186
839	16615	3164
840	16624	3143
841	16634	3121
842	16644	3099
843	16654	3078
844	16664	3056
845	16675	3035
846	16686	3014
847	16696	2992
848	16707	2971
849	16717	2950
850	16726	2928
851	16737	2907
852	16746	2886
853	16756	2864
854	16767	2843
855	16776	2822
856	16786	2801
857	16797	2780
858	16808	2759
859	16818	2737
860	16828	2716
861	16838	2695
862	16848	2674
863	16858	2653
864	16869	2632
865	16880	2612
866	16890	2591
867	16900	2570
868	16910	2549
869	16920	2528
870	16930	2507
871	16941	2486
872	16951	2466
873	16961	2445
874	16971	2424
875	16981	2403
876	16990	2382
877	17000	2362
878	17010	2341
879	17020	2321
880	17030	2300
881	17042	2280
882	17051	2259
883	17062	2238
884	17072	2218
885	17082	2197
886	17094	2177
887	17107	2157
888	17139	2140
889	17163	2121
890	17185	2102
891	17209	2083
892	17230	2064
893	17258	2046
894	17283	2027
895	17305	2008
896	17320	1988
897	17338	1969
898	17359	1950
899	17382	1931
900	17405	1912
901	17420	1892
902	17440	1873
903	17464	1854
904	17489	1835
905	17512	1816
906	17535	1797
907	17557	1778
908	17582	1760
909	17606	1741
910	17633	1722
911	17656	1703
912	17680	1684
913	17704	1665
914	17727	1646
915	17755	1628
916	17780	1609
917	17802	1590
918	17825	1571
919	17846	1551
920	17858	1531
921	17869	1511
922	17881	1491
923	17897	1472
924	17916	1452
925	17934	1433
926	17945	1413
927	17957	1393
928	17968	1373
929	17979	1353
930	17990	1333
931	18001	1313
932	18014	1293
933	18026	1273
934	18038	1254
935	18048	1234
936	18059	1214
937	18069	1194
938	18080	1174
939	18092	1154
940	18102	1135
941	18113	1115
942	18125	1095
943	18138	1075
944	18148	1056
945	18158	1036
946	18169	1016
947	18179	997
948	18189	977
949	18200	957
950	18210	938
951	18224	918
952	18236	899
953	18247	879
954	18258	860
955	18269	840
956	18279	821
957	18290	801
958	18300	782
959	18310	762
960	18328	743
961	18346	724
962	18362	705
963	18377	686
964	18387	666
965	18402	647
966	18415	628
967	18425	609
968	18440	589
969	18452	570
970	18462	551
971	18472	532
972	18483	512
973	18494	493
974	18505	474
975	18516	455
976	18528	436
977	18540	417
978	18550	397
979	18561	378
980	18572	359
981	18582	340
982	18593	321
983	18602	302
984	18621	283
985	18635	264
986	18645	245
987	18656	226
988	18667	207
989	18678	188
990	18688	169
991	18698	150
992	18709	131
993	18719	112
994	18730	94
995	18741	75
996	18751	56
997	18762	37
998	18772	18
999	18783	0
